Date,Time,PM25C,speed,standard deviation,Dew PointF,Humidity,PM25C,PrecipitationIn,Sea Level PressureIn,TemperatureF,VisibilityMPH,Wind SpeedMPH,Turnstile
9/6/10,0:00:00,7.2,14.32611309,4.381658003,46,52,5.9,0.01,30.11,64,10,0.5,417
9/6/10,4:00:00,9.4,22.83710706,8.248206491,46.9,60,13.9,0.01,30.16,61,10,0.5,381
9/6/10,8:00:00,3,21.34730041,10.13103763,46.9,50,4.6,0.01,30.22,66,10,0.5,1243
9/6/10,12:00:00,2.5,15.46660365,7.207395528,44.1,30,9.8,0.01,30.21,78.1,10,3.5,2288
9/6/10,16:00:00,10.5,14.13407724,6.464392104,52,44,6.9,0.01,30.17,75,10,5.8,2077
9/6/10,20:00:00,7.8,15.52067539,4.988967169,59,66,3.1,0.01,30.2,71.1,10,3.5,987
9/7/10,0:00:00,6.4,18.96826449,4.357957892,59,68,-1.2,0.01,30.19,70,10,6.9,172
9/7/10,4:00:00,7.5,37.86159278,8.806306316,57.9,68,-2.6,0.01,30.18,69.1,10,8.1,1954
9/7/10,8:00:00,10.8,13.05352007,5.612927054,63,75,1.2,0.01,30.18,71.1,10,0.5,2760
9/7/10,12:00:00,9.8,11.86220292,5.712545012,62.1,46,-4.1,0.01,30.09,84.9,10,6.9,3014
9/7/10,16:00:00,16.9,12.34129337,3.906881235,66.9,56,5.4,0.01,30,84,10,8.1,3702
9/7/10,20:00:00,12.6,15.35944311,6.167496608,66.9,66,-0.1,0.01,29.97,79,10,4.6,1290
9/8/10,0:00:00,8.8,21.14705975,10.03251654,66,71,8.2,0.01,29.92,75.9,10,8.1,149
9/8/10,4:00:00,11.8,11.14714286,9.167142857,64,67,18,0.01,29.83,75.9,10,10.4,1146
9/8/10,8:00:00,14.1,10.1087084,4.497919051,64,67,19.9,0.01,29.79,75.9,10,6.9,3623
9/8/10,12:00:00,-3.4,11.6607522,7.092900933,51.1,29,25,0.01,29.72,87.1,10,9.2,3354
9/8/10,16:00:00,6.7,9.674831577,5.159122871,43,22,24.9,0.01,29.68,86,10,9.2,3683
9/8/10,20:00:00,0.7,14.49287195,5.360054156,50,51,19.8,0.01,29.81,69.1,10,11.5,1339
9/9/10,0:00:00,-0.3,16.50500757,5.624451761,48,52,-0.6,0.01,29.83,66,10,5.8,212
9/9/10,4:00:00,1.1,20.7,0,48.9,60,2.4,0.01,29.78,63,10,5.8,1741
9/9/10,8:00:00,-0.3,11.85990424,5.640517373,50,58,-0.2,0.01,29.78,64.9,10,4.6,3178
9/9/10,12:00:00,2,12.22768781,6.478186039,48,47,1.2,0.01,29.78,69.1,10,11.5,2784
9/9/10,16:00:00,3.3,11.21061175,4.725622172,48.9,49,5.5,0.01,29.77,69.1,10,6.9,3691
9/9/10,20:00:00,3,11.50267061,3.797135314,48.9,56,3,0.01,29.84,64.9,10,6.9,1451
9/10/10,0:00:00,1.8,16.41738364,6.439267441,50,63,13.5,0.01,29.82,63,10,5.8,284
9/10/10,4:00:00,3,23.88832634,10.05841388,50,65,14.1,0.01,29.8,62.1,10,8.1,1607
9/10/10,8:00:00,0.4,13.59800812,6.928771098,52,65,8.7,0.01,29.85,64,10,0.5,3235
9/10/10,12:00:00,0.9,12.08560462,5.180321236,51.1,46,3.7,0.01,29.84,73,10,8.1,3318
9/10/10,16:00:00,2.1,12.56842529,5.437435176,46.9,44,6.5,0.01,29.86,70,10,6.9,3822
9/10/10,20:00:00,4.4,9.178856235,4.354806051,48,51,6.3,0.01,29.95,66.9,10,6.9,0
9/11/10,0:00:00,2,13.89577355,6.525446039,48.9,62,4,0.01,29.96,62.1,10,0.5,809
9/11/10,4:00:00,2.9,18.69862396,7.765347228,50,72,5.4,0.01,29.96,59,10,4.6,551
9/11/10,8:00:00,2,18.66602013,9.580743269,51.1,65,5.7,0.01,30.01,63,10,3.5,1195
9/11/10,12:00:00,4.8,12.69425236,6.50986023,45,32,4,0.01,29.99,77,10,9.2,3245
9/11/10,16:00:00,7.3,10.92971989,4.452475016,46.9,37,9.2,0.01,29.96,75,10,0.5,2700
9/11/10,20:00:00,13.4,12.60819344,4.992840315,54,63,7.8,0.01,30.01,66.9,10,8.1,1879
9/12/10,0:00:00,2.6,12.99373516,6.020621187,55.9,68,15.5,0.01,30.05,66.9,10,5.8,672
9/12/10,4:00:00,-1,18.08714685,7.051288998,55.9,73,11.5,0.01,30.02,64.9,10,6.9,318
9/12/10,8:00:00,1,19.80356791,3.107697185,54,68,9.7,0.01,30.04,64.9,10,5.8,1314
9/12/10,12:00:00,-0.2,11.95395913,4.702747508,54.7,69,10.3,0.01,30.055,65.2,10,8.1,2265
9/12/10,16:00:00,2.1,13.17341099,4.480362387,59.4833,89.8333,12,0.01,30.05,62.5167,2.11667,5.96667,1698
9/12/10,20:00:00,3.2,15.06320189,5.702255727,57.9,93,11.6,0.025,30.06,60.1,10,6.9,796
9/13/10,0:00:00,-1.7,19.85598042,8.222121009,59,93.5,1.9,0.00666667,30.045,60.9,8,0.5,130
9/13/10,4:00:00,3,18.5371643,6.306045879,57.825,90.75,4.9,0.005,30.025,60.625,5.5,3.6,2126
9/13/10,8:00:00,4.8,11.38427888,4.589892121,60.5667,92.6667,-3,0.005,30.0333,62.7333,6.33333,1.5,2390
9/13/10,12:00:00,6.2,11.71239775,6.827837443,55.9,59,6.6,0.005,29.96,71.1,10,0.5,1771
9/13/10,16:00:00,19.2,10.53296555,2.21377666,55.9,55,24.6,0.005,29.86,73,10,5.8,2355
9/13/10,20:00:00,11.3,12.74948078,3.372381491,62.475,93.75,12.3,0.02,29.9175,64.3,3,4.35,657
9/14/10,0:00:00,10.7,15.3116987,3.567962783,60.1,93,7.2,0.02,29.9,62.1,3,0.5,144
9/14/10,4:00:00,10.8,31,0,57,90,12.6,0.02,29.89,60.1,9,5.8,1097
9/14/10,8:00:00,26.5,9.655885938,3.538088498,59,78,21.1,0.02,29.91,66,7,3.5,2069
9/14/10,12:00:00,-1.5,10.41801418,6.778901427,54,48,-1.2,0.02,29.9,75,10,5.8,1337
9/14/10,16:00:00,1.4,9.516720625,4.608872732,45,37,4.4,0.02,29.89,73,10,12.7,2332
9/14/10,20:00:00,6,11.91728309,4.715100484,44.1,44,5.3,0.02,29.96,66.9,10,0.5,904
9/15/10,0:00:00,5.9,14.10143197,5.777785202,45,53,3.7,0.02,29.99,62.1,10,0.5,291
9/15/10,4:00:00,0.2,24.86818475,17.12730517,46,62,1.5,0.02,30.04,59,10,5.8,1065
9/15/10,8:00:00,-0.7,10.83957558,5.374522247,44.1,55,-1.6,0.02,30.11,60.1,10,5.8,2294
9/15/10,12:00:00,0,11.23190651,7.250082462,41,36,0.7,0.02,30.09,69.1,10,6.9,1888
9/15/10,16:00:00,6.6,8.941747762,2.942168581,43,38,8.1,0.02,30.06,70,10,8.1,3948
9/15/10,20:00:00,9.2,11.31594882,4.213320902,44.1,48,6.3,0.02,30.14,64,10,0.5,1392
9/16/10,0:00:00,4.8,16.94856836,6.235469519,45,62,3.7,0.02,30.16,57.9,10,0.5,251
9/16/10,4:00:00,5.6,16.73875969,0.005426357,45,62,5.8,0.02,30.15,57.9,10,3.5,2024
9/16/10,8:00:00,5.4,9.453702745,3.5417262,46,54,8,0.02,30.13,63,10,10.4,3567
9/16/10,12:00:00,8.1,9.768720721,5.583818954,57.1,61.5,11.2,0.02,30.02,70.8,10,10.95,3394
9/16/10,16:00:00,12.4,13.04770468,7.159892732,65.65,81,10.4,0.02,29.87,71.8,9,8.05,3938
9/16/10,20:00:00,17.6,12.09573702,4.457483572,66,93,18,0.01,29.84,68,5,0.5,1440
9/17/10,0:00:00,13.9,15.1195351,5.241886192,64.9,93,16.5,0.01,29.78,66.9,4,5.8,262
9/17/10,4:00:00,14,19.78132256,7.567070641,64.65,95,16.6,0.02,29.77,66.1,3,3.15,1991
9/17/10,8:00:00,-0.2,9.978664625,4.569583528,64.9,93,-3.8,0.01,29.85,66.9,5,5.8,3513
9/17/10,12:00:00,3.3,9.282721646,6.769608974,54,61,2.6,0.01,29.95,68,10,0.5,2952
9/17/10,16:00:00,3.1,10.80849447,4.740912373,54,58,3.4,0.01,30,69.1,10,6.9,3850
9/17/10,20:00:00,5.2,12.77644309,4.297708385,50,63,3.5,0.01,30.11,63,10,4.6,0
9/18/10,0:00:00,4.8,17.19159102,9.64460596,51.1,75,3.4,0.01,30.14,59,10,4.6,1087
9/18/10,4:00:00,5.9,20.58694753,10.6556375,51.8667,76.3333,3.8,0.01,30.1833,59.3667,10,0.5,492
9/18/10,8:00:00,3.3,20.0798804,8.106509573,53.35,71,6.4,0.01,30.23,62.8,10,5.2,1714
9/18/10,12:00:00,3.4,14.61485548,7.825793522,54,61,1.9,0.01,30.2,68,10,0.5,2817
9/18/10,16:00:00,3.7,13.53457034,5.632646931,55.9,63,6,0.01,30.16,69.1,10,5.8,2847
9/18/10,20:00:00,10.4,11.83689171,4.673517384,55,73,6.9,0.01,30.17,64,10,0.5,2034
9/19/10,0:00:00,3.7,6.85940361,5.127434937,55.9,73,1.4,0.01,30.17,64.9,10,3.5,1120
9/19/10,4:00:00,5,15.01717026,7.878954166,57,84,5.7,0.01,30.15,62.1,10,3.5,540
9/19/10,8:00:00,6.4,17.23719156,5.719501034,59,81,8.6,0.01,30.14,64.9,10,3.5,1197
9/19/10,12:00:00,1.7,11.25076686,5.224685312,55.9,48,8.7,0.01,30.09,77,10,5.8,2545
9/19/10,16:00:00,18.9,12.4646157,5.876648953,57,47,13.7,0.01,30.01,79,10,0.5,2132
9/19/10,20:00:00,2.3,11.93513523,4.999160957,61,70,9.4,0.01,30.03,71.1,10,0.5,1049
9/20/10,0:00:00,8.9,12.84781768,8.452821373,60.1,71,6.2,0.01,29.98,70,10,9.2,251
9/20/10,4:00:00,0,16.1826176,5.162668158,55.2667,73,-0.8,0.01,29.9733,64.2667,10,5.76667,2164
9/20/10,8:00:00,-0.4,9.798712162,5.729569723,45,53,0.5,0.01,30.01,62.1,10,10.4,3055
9/20/10,12:00:00,-1.1,8.841432918,4.642812205,43,36,3.1,0.01,30,71.1,10,10.4,3322
9/20/10,16:00:00,7.6,9.514776989,3.503533155,46,41,5.6,0.01,29.96,71.1,10,9.2,3929
9/20/10,20:00:00,7.9,12.35966761,8.337778224,41,40,4.9,0.01,30.06,66,10,4.6,1283
9/21/10,0:00:00,2.5,9.224465338,6.847338561,42.1,53,2,0.01,30.14,59,10,4.6,334
9/21/10,4:00:00,4,,,41,55,8.3,0.01,30.18,57,10,4.6,2258
9/21/10,8:00:00,6.4,14.14354903,8.31680084,45,56,11.3,0.01,30.24,61,10,0.5,3594
9/21/10,12:00:00,7.5,8.078029331,2.122661673,39.9,33,6.1,0.01,30.22,70,10,6.9,3412
9/21/10,16:00:00,8.8,10.04993496,7.102603686,48.9,49,9.7,0.01,30.13,69.1,10,5.8,4083
9/21/10,20:00:00,7.6,7.135034247,6.02263134,55,68,5.2,0.01,30.09,66,10,4.6,1400
9/22/10,0:00:00,6.1,13.13824459,6.333721365,55.9,75,6.5,0.01,30.1,64,10,6.9,324
9/22/10,4:00:00,7.9,16.58778307,12.84521148,57.9,80,9.4,0.01,30.07,64,10,6.9,2228
9/22/10,8:00:00,10.7,7.263384832,3.711003238,60.1,79,10.4,0.01,30.07,66.9,10,10.4,3645
9/22/10,12:00:00,15.6,10.51985101,5.285076051,62.1,51,17.7,0.01,30.01,82,10,3.5,3631
9/22/10,16:00:00,25.8,10.91659765,4.290388055,64,51,28.7,0.01,29.94,84,10,5.8,4121
9/22/10,20:00:00,19.9,9.187595438,3.712061346,66,84,19.1,0.02,30.05,71.1,6,5.8,1397
9/23/10,0:00:00,13.9,11.25453149,5.348545183,64.9,87,17,0.0966667,30.09,69.1,8,3.5,211
9/23/10,4:00:00,17.5,8.812515942,7.032008893,64,84,14.4,0.0966667,30.11,69.1,8,0.5,2123
9/23/10,8:00:00,6.7,7.511750715,4.35705719,61,73,4.6,0.0966667,30.2,70,10,4.6,3457
9/23/10,12:00:00,9.6,7.991143114,1.983560858,57.9,50,14.2,0.0966667,30.19,78.1,10,8.1,3329
9/23/10,16:00:00,13,12.42639391,5.02727288,59,59,11.6,0.0966667,30.17,73.9,10,4.6,4235
9/23/10,20:00:00,11.9,9.100888333,4.136632446,61,78,8.7,0.0966667,30.2,68,10,5.8,1643
9/24/10,0:00:00,11,11.40529486,4.006063845,62.8,87.5,11.3,0.0966667,30.2,66.55,9,3.5,303
9/24/10,4:00:00,17,14.41610408,7.558810351,64,90,18.2,0.0966667,30.14,66.9,6,3.5,2018
9/24/10,8:00:00,0,8.31073204,3.4803256,66.1,86,22.8,0.0966667,30.13,70.45,3,0.5,2530
9/24/10,12:00:00,24,7.407244932,3.341816198,66,64,24,0.0966667,30.05,79,4,3.5,3601
9/24/10,16:00:00,29.3,7.764823264,4.734185011,68,60,28,0.0966667,29.94,82.9,7,5.8,4056
9/24/10,20:00:00,35.3,5.779002407,3.593331133,70,82,34.1,0.0966667,29.89,75.9,6,3.5,0
9/25/10,0:00:00,30.5,6.318314555,4.453697316,66,64,26.3,0.0966667,29.85,79,8,8.1,661
9/25/10,4:00:00,26.1,9.811238096,4.910502458,64.9,69,24.5,0.0966667,29.8,75.9,8,6.9,516
9/25/10,8:00:00,21.3,14.79857049,5.375310994,63,62,18.9,0.0966667,29.82,77,8,9.2,1913
9/25/10,12:00:00,14.7,11.24249171,7.620012673,57.9,40,9.9,0.0966667,29.8,84.9,10,8.1,3302
9/25/10,16:00:00,7.5,7.948489052,4.025861019,46,25,13.9,0.0966667,29.78,86,10,11.5,3025
9/25/10,20:00:00,14.1,6.932656117,3.559358219,48.9,35,11.3,0.0966667,29.85,79,10,0.5,1976
9/26/10,0:00:00,3.5,6.330375652,4.787420766,52,59,1.2,0.0966667,29.95,66.9,10,5.8,730
9/26/10,4:00:00,1.5,11.49795161,7.90544748,48.9,58,0.4,0.0966667,29.99,64,10,3.5,344
9/26/10,8:00:00,3.8,13.60764048,6.676854508,46.9,50,7.4,0.0966667,30.01,66,10,5.8,1377
9/26/10,12:00:00,13.8,11.12746893,5.338306226,52,51,11.2,0.0966667,30.05,71.1,10,9.2,2395
9/26/10,16:00:00,7,10.63378519,5.673078698,55.9,61,6.1,0.0966667,30.03,70,10,12.7,2051
9/26/10,20:00:00,10.8,11.01680188,4.024164848,55,61,11.9,0.0966667,30.07,69.1,10,6.9,851
9/27/10,0:00:00,4.7,10.41340684,8.991687272,57.9,84,5.1,0.0966667,30.09,63,10,13.8,111
9/27/10,4:00:00,1.4,14.32937,5.006617091,59,93.5,0.4,0.01,30.075,60.9,4.5,0.5,2006
9/27/10,8:00:00,4.8,8.592072477,2.24992217,61.78,97,4.8,0.116,30.064,62.68,1.68,0.5,3234
9/27/10,12:00:00,10.4,9.903087485,5.313023832,64.5667,94.6667,11.5,0.06,30.03,66.1333,2,0.5,2664
9/27/10,16:00:00,4.4,9.281897489,3.232908124,68.3667,91.6667,2,0.0666667,29.9733,70.8333,3.33333,0.5,3483
9/27/10,20:00:00,3.9,10.63705935,4.734167842,70,96,3.6,0.02,29.91,71.1,4,0.5,1133
9/28/10,0:00:00,2.3,12.1904532,5.443708019,69.9,95,1.9,0.035,29.87,71.35,1.75,0.5,135
9/28/10,4:00:00,4.5,16.61791045,12.02684495,69.1,93,5,0.02,29.77,71.1,6,0.5,2009
9/28/10,8:00:00,5.8,8.469011878,2.236068025,69.45,93.5,9.3,0.01,29.76,71.35,6,0.5,3472
9/28/10,12:00:00,9.2,11.74536623,15.77715217,69.66,98.6,8.7,0.08,29.758,70.06,4.5,0.5,3139
9/28/10,16:00:00,9.9,10.13876305,2.506852658,70,90,11.4,0.01,29.66,73,6,6.9,3868
9/28/10,20:00:00,9.8,9.213585497,3.483161895,69.5667,93,8.1,0.01,29.74,71.7333,9.66667,5.03333,1369
9/29/10,0:00:00,7.2,13.78378994,6.434639167,66,87,7,0.01,29.8,70,10,8.1,161
9/29/10,4:00:00,3.9,16.21092486,8.51220633,55.9,68,7.7,0.01,29.86,66.9,10,4.6,2075
9/29/10,8:00:00,9.8,7.868126328,5.400252109,54,68,9.2,0.01,29.95,64.9,10,5.8,3662
9/29/10,12:00:00,11.3,9.758465094,9.175755313,55,50,9,0.01,29.96,75,10,3.5,3499
9/29/10,16:00:00,15.1,8.035666024,5.34805789,57,53,17.3,0.01,29.93,75,10,3.5,4085
9/29/10,20:00:00,15.8,9.857611927,4.370893445,57.9,65,17.8,0.01,29.96,70,10,3.5,1488
9/30/10,0:00:00,14.2,11.37476859,6.231965579,63,78,10.9,0.01,29.94,70,9,4.6,201
9/30/10,4:00:00,9.1,9.988177375,5.058332189,66,90,3.4,0.01,29.87,69.1,5,6.9,1833
9/30/10,8:00:00,5.8,9.432315271,6.963906933,71.4333,93.6667,8.3,0.1225,29.8333,73.2667,2.83333,6.9,3372
9/30/10,12:00:00,10.4,10.5854553,4.142518567,72,93,9.8,0.005,29.78,73.9,5,9.2,2556
9/30/10,16:00:00,11,12.92255865,9.168436866,71.1,91,11.2,0.005,29.7,73.9,5,5.8,3678
9/30/10,20:00:00,12.2,13.66873245,22.03561665,71.1,91,10.7,0.005,29.69,73.9,6,5.8,1544
10/1/10,0:00:00,6.8,11.16213547,10.01357963,70,87,11.1,0.005,29.65,73.9,7,5.8,258
10/1/10,4:00:00,0,15.45785406,3.933675283,71.1,93,10.3,0.055,29.52,73,2.5,5.8,1412
10/1/10,8:00:00,-3.2,,,62.5167,93.8333,9.5,0.12,29.5933,64.3333,3.5,5.8,2831
10/1/10,12:00:00,1.2,6.882670145,2.765983665,60.625,99.25,7.5,0.025,29.65,60.85,3.7,3.875,3155
10/1/10,16:00:00,5.9,8.811295901,1.373300282,57.9,90,15.7,0.01,29.69,61,10,3.5,3739
10/1/10,20:00:00,7.1,9.410494217,4.48522256,55,81,16.9,0.01,29.78,61,10,6.9,0
10/2/10,0:00:00,1.8,9.826302901,4.401668671,55,81,7.5,0.01,29.84,61,10,6.9,593
10/2/10,4:00:00,2.8,9.880441617,6.359579389,55,81,7,0.01,29.9,61,10,0.5,449
10/2/10,8:00:00,0.2,10.41510572,5.95790354,46,75,14.3,0.01,30,54,10,5.8,1892
10/2/10,12:00:00,1.6,16.41297191,22.21398901,43,46,14.3,0.01,30,64,10,3.5,2960
10/2/10,16:00:00,3.1,12.00360807,14.15494438,42.1,43,17.1,0.01,29.99,64.9,10,0.5,2837
10/2/10,20:00:00,8.3,6.615726246,2.380210664,41,53,10.9,0.01,30.03,57.9,10,4.6,1810
10/3/10,0:00:00,3.6,6.172458839,5.206660322,39.9,55,21.8,0.01,30.04,55.9,10,10.4,736
10/3/10,4:00:00,0.5,9.87454399,5.943196447,39.9,63,16,0.01,30.07,52,10,12.7,285
10/3/10,8:00:00,4.5,11.60337638,6.821313135,41,68,13.9,0.01,30.12,51.1,10,9.2,1225
10/3/10,12:00:00,5.5,24.42216854,29.45002646,46,60,11.4,0.01,30.11,60.1,10,15,2254
10/3/10,16:00:00,5.4,7.296643928,3.785327532,45,56,14.2,0.01,30.08,61,10,9.2,1949
10/3/10,20:00:00,10.6,8.252227657,4.082005145,44.1,58,19.5,0.01,30.14,59,10,10.4,836
10/4/10,0:00:00,1.1,9.18161006,4.382654822,43,66,2.1,0.01,30.14,54,10,11.5,90
10/4/10,4:00:00,4.5,9.232382882,5.405396366,44.1,69,4.4,0.01,30.13,54,10,9.2,1934
10/4/10,8:00:00,3.7,10.26790734,6.376820408,46.9,77,0,0.01,30.1,54,10,10.4,3486
10/4/10,12:00:00,8.3,10.16932999,5.513350716,47.55,79.5,2.6,0.005,30.08,53.8,3.4,10.4,3052
10/4/10,16:00:00,8.9,9.966979494,3.76287478,51.1,90,8.7,0.01,30.01,54,6,6.9,3418
10/4/10,20:00:00,10.1,11.41045172,5.061977682,52,96,12.4,0.01,30.04,53.1,4,8.1,1165
10/5/10,0:00:00,1.7,10.35522722,5.003407141,52,93,3,0.01,30,54,10,6.9,128
10/5/10,4:00:00,1.5,16.93266887,3.114920863,52,93,3.8,0.01,29.98,54,10,10.4,2433
10/5/10,8:00:00,5.6,10.92797616,3.499387047,52,87,-0.2,0.01,29.99,55.9,10,10.4,3174
10/5/10,12:00:00,5.1,8.536223387,3.890035026,55,90,3.7,0.01,29.97,57.9,9,10.4,3269
10/5/10,16:00:00,7.8,10.32897369,5.077968307,55.9,83,5.9,0.01,29.93,61,10,11.5,3918
10/5/10,20:00:00,8.1,9.324742057,4.683118234,55.65,90.5,7.7,0.01,29.98,58.45,10,0.5,1469
10/6/10,0:00:00,3.4,10.97721315,5.137657713,54,89,0.7,0.01,29.96,57,10,6.9,229
10/6/10,4:00:00,1.3,8.842464965,5.022958203,53.35,92,5.7,0.01,29.975,55.65,10,4.05,1987
10/6/10,8:00:00,-3.1,11.22115159,6.891410332,48.9,77,11.9,0.01,29.97,55.9,10,8.1,3538
10/6/10,12:00:00,2.7,9.091923527,4.454461917,44.1,52,21.5,0.01,29.87,62.1,10,5.8,3526
10/6/10,16:00:00,8.9,11.12231023,3.170883697,45,56,23.7,0.01,29.77,61,10,9.2,4097
10/6/10,20:00:00,8.7,10.74826957,5.153294106,46,65,2.9,0.01,29.75,57.9,10,9.2,1518
10/7/10,0:00:00,5.5,10.87571679,6.085315713,48,80,-1.7,0.01,29.69,54,10,4.6,218
10/7/10,4:00:00,6.9,16.36695302,6.710191912,48.55,84,0,0.01,29.665,53.35,10,6.95,1990
10/7/10,8:00:00,7.2,8.800239211,2.821950881,50,86,8.4,0.01,29.66,54,10,8.1,3614
10/7/10,12:00:00,7.6,7.876712949,4.554251367,48.9,49,7.5,0.01,29.65,69.1,10,10.4,3266
10/7/10,16:00:00,11.3,9.128914824,4.50387206,45,42,4.8,0.01,29.67,69.1,10,8.1,4016
10/7/10,20:00:00,16.1,7.25404611,4.785231416,41,43,3.8,0.01,29.8,64,10,3.5,1634
10/8/10,0:00:00,4.8,10.87292788,5.688615739,41,48,23.3,0.01,29.88,61,10,5.8,278
10/8/10,4:00:00,3.3,10.55501981,8.878937431,39.9,55,25.9,0.01,29.94,55.9,10,6.9,1097
10/8/10,8:00:00,6.3,5.436363636,3.39500849,43,59,21.1,0.01,29.97,57,10,3.5,3443
10/8/10,12:00:00,0.7,8.964972943,3.830301073,42.1,38,29.8,0.01,29.92,69.1,10,6.9,3711
10/8/10,16:00:00,6.1,12.03540892,6.703634873,39,29,33.6,0.01,29.82,73,10,6.9,4191
10/8/10,20:00:00,16.4,8.617651581,10.72270077,45,45,47.2,0.01,29.84,66.9,10,6.9,0
10/9/10,0:00:00,13.6,7.472432182,4.868341216,45,52,1.4,0.01,29.86,63,10,4.6,384
10/9/10,4:00:00,11.8,7.54529695,5.708603906,44.1,54,2.2,0.01,29.84,61,10,3.5,462
10/9/10,8:00:00,8.1,18.40563611,8.195067166,45,53,-0.7,0.01,29.91,62.1,10,5.8,1500
10/9/10,12:00:00,2.3,10.46847176,5.129976842,44.1,38,0.3,0.01,29.91,71.1,10,6.9,2483
10/9/10,16:00:00,1.2,9.300239977,5.2017895,35.1,28,3.9,0.01,29.91,70,10,6.9,2332
10/9/10,20:00:00,7.1,7.343851284,4.979811685,25,24,5,0.01,29.98,62.1,10,3.5,1338
10/10/10,0:00:00,2.9,6.264175133,4.262582677,21.9,28,3.5,0.01,30,55,10,8.1,330
10/10/10,4:00:00,2,9.865475821,3.664895334,27,41,6.9,0.01,30,50,10,3.5,273
10/10/10,8:00:00,3.4,12.75153987,6.144266913,28,41,1.7,0.01,29.99,51.1,10,0.5,1013
10/10/10,12:00:00,-0.3,13.42406265,8.277064823,34,32,4.7,0.01,29.89,64.9,10,6.9,1900
10/10/10,16:00:00,12,6.975041504,4.785785937,39,33,14.5,0.01,29.75,69.1,10,9.2,1668
10/10/10,20:00:00,18.4,9.803834915,4.986975477,43,45,17,0.01,29.75,64.9,10,4.6,757
10/11/10,0:00:00,12.8,10.83980133,8.147485823,46,54,5.4,0.01,29.74,63,10,0.5,137
10/11/10,4:00:00,17.2,10.75394141,7.22560691,48.9,72,4.3,0.01,29.77,57.9,10,0.5,1242
10/11/10,8:00:00,16.7,10.51246753,6.268511308,48.9,62,9.3,0.01,29.82,62.1,10,4.6,2528
10/11/10,12:00:00,9.9,9.583258111,3.535869484,50,47,5.1,0.01,29.81,71.1,10,3.5,2817
10/11/10,16:00:00,24.5,11.14897413,10.29038861,53.1,49,10.1,0.01,29.76,73,10,4.6,3133
10/11/10,20:00:00,26.9,10.41345639,3.882572159,60.6833,97.5,12.5,0.353333,29.8217,61.4333,0.933333,5.08333,918
10/12/10,0:00:00,12.2,8.521524032,4.987516876,59,94.5,9.6,0.17,29.8075,60.625,2.375,1.525,143
10/12/10,4:00:00,11.1,11.46228199,4.235469937,57.375,91.5,12.8,0.01,29.7775,59.9,2.825,1.525,1172
10/12/10,8:00:00,9.8,9.759849769,4.062205437,57.9,90,12.5,0.01,29.76,61,4,0.5,2926
10/12/10,12:00:00,4.7,9.390209272,3.365128769,55.9,75,0,0.01,29.78,64,10,4.6,3310
10/12/10,16:00:00,5.3,9.635075076,5.787401847,54,65,11.3,0.01,29.78,66,10,0.5,3920
10/12/10,20:00:00,10.8,10.26289028,4.717238488,42.1,50,12.4,0.01,29.88,61,10,5.8,1412
10/13/10,0:00:00,2.6,8.998483365,3.804190363,39.9,57,3.7,0.01,29.96,55,10,4.6,200
10/13/10,4:00:00,0.5,12.62249101,7.270003385,37.9,63,3,0.01,29.98,50,10,12.7,2063
10/13/10,8:00:00,5.1,8.853333333,3.527466828,37,59,4,0.01,30.05,51.1,10,5.8,3682
10/13/10,12:00:00,0.5,9.29480292,4.003742792,37,39,0.6,0.01,30.04,62.1,10,5.8,3470
10/13/10,16:00:00,6.7,12.40032534,18.918472,37.9,42,7.6,0.01,29.98,61,10,3.5,4032
10/13/10,20:00:00,12.4,8.906710934,4.127420256,41,55,12.7,0.01,30.02,57,10,5.8,1467
10/14/10,0:00:00,7.6,9.883188266,5.987467541,46,77,4,0.01,30.01,53.1,10,6.9,206
10/14/10,4:00:00,13.3,9.981429436,6.083651537,44.1,80,18.5,0.01,29.97,50,10,0.5,2135
10/14/10,8:00:00,4.2,7.929887635,4.195284788,48,75,2.9,0.01,29.96,55.9,10,5.8,3005
10/14/10,12:00:00,2.1,12.83515497,4.333566641,46,56,4.4,0.01,29.88,62.1,10,6.9,3294
10/14/10,16:00:00,10.5,9.162398301,5.513316498,48.9,72,6.9,0.01,29.78,57.9,7,5.8,3685
10/14/10,20:00:00,17.3,8.489074026,3.557068717,53.5167,99.5,11.9,0.101667,29.7283,53.6667,2.55,1,1407
10/15/10,0:00:00,0,9.801623695,5.129709562,52,93,0,0.01,29.58,54,8,3.5,192
10/15/10,4:00:00,-0.1,11.05741217,7.203970459,47.1667,88,3.9,0.00666667,29.53,50.6,9,8.06667,1838
10/15/10,8:00:00,0.8,6.777735299,3.469014846,42.5667,77.3333,1.2,0.00666667,29.5433,49.4,10,11.5333,3541
10/15/10,12:00:00,1.6,7.85073835,3.742037979,39,57,1.9,0.00666667,29.48,54,10,12.7,4023
10/15/10,16:00:00,4.2,10.06223309,4.595196749,37,49,7.8,0.00666667,29.46,55.9,10,12.7,4908
10/15/10,20:00:00,6.4,67.02768517,501.2354164,37.9,57,5.8,0.00666667,29.52,53.1,10,15,0
10/16/10,0:00:00,2.3,8.516588963,4.553094916,41,66,1.5,0.00666667,29.56,52,10,11.5,776
10/16/10,4:00:00,0,9.328722915,5.643672875,39.9,66,3.5,0.00666667,29.62,51.1,10,11.5,839
10/16/10,8:00:00,1.9,10.11078116,5.057791314,37.9,57,3,0.00666667,29.73,53.1,10,4.6,2981
